nation,condition,year,sex,asdr
Scotland,chd,2012,Male,91.94448308029823
Scotland,chd,2013,Male,87.42878304071948
Scotland,chd,2014,Male,80.05625447929383
Scotland,chd,2015,Male,83.46681950819955
Scotland,chd,2016,Male,78.5577587705317
Scotland,chd,2017,Male,79.16688547350462
Scotland,chd,2018,Male,75.97807310786209
Scotland,chd,2019,Male,74.82200569647682
Scotland,chd,1969,Female,154.0864
Scotland,chd,1971,Female,144.2495
Scotland,chd,1973,Female,152.0825
Scotland,chd,1975,Female,143.9446
Scotland,chd,1977,Female,145.6218
Scotland,chd,1979,Female,149.4972
Scotland,chd,1981,Female,147.8193
Scotland,chd,1983,Female,145.5513
Scotland,chd,1985,Female,147.1953
Scotland,chd,1987,Female,140.0903
Scotland,chd,1989,Female,132.733
Scotland,chd,1991,Female,120.3707
Scotland,chd,1993,Female,112.3045
Scotland,chd,1994,Female,109.06553903210747
Scotland,chd,1995,Female,105.9484977125792
Scotland,chd,1996,Female,97.25128132102977
Scotland,chd,1997,Female,94.25647285732306
Scotland,chd,1998,Female,89.39051080738862
Scotland,chd,1999,Female,82.83555267941057
Scotland,chd,2000,Female,75.16008038393629
Scotland,chd,2001,Female,69.33581421772533
Scotland,chd,2002,Female,67.3853686380371
Scotland,chd,2003,Female,61.704733187052305
Scotland,chd,2004,Female,55.74937043719912
Scotland,chd,2005,Female,52.81517861251331
Scotland,chd,2006,Female,49.86727962675046
Scotland,chd,2007,Female,45.80541872495513
Scotland,chd,2008,Female,42.39375414815626
Scotland,chd,2009,Female,38.229377296153835
Scotland,chd,2010,Female,36.40471913961166
Scotland,chd,2011,Female,31.26641574446216
Scotland,chd,2012,Female,31.30794854343521
Scotland,chd,2013,Female,28.68586638852687
Scotland,chd,2014,Female,27.255193518938338
Scotland,chd,2015,Female,27.05810449735427
Scotland,chd,2016,Female,28.560778231159485
Scotland,chd,2017,Female,26.86660180440734
Scotland,chd,2018,Female,24.93161150600033
Scotland,chd,2019,Female,25.996770565890696
United Kingdom,chd,1969,Male,-
United Kingdom,chd,1971,Male,-
United Kingdom,chd,1973,Male,-
United Kingdom,chd,1975,Male,320.43
United Kingdom,chd,1977,Male,316.1193
United Kingdom,chd,1979,Male,318.7016
United Kingdom,chd,1981,Male,303.8659
United Kingdom,chd,1983,Male,298.0171
United Kingdom,chd,1985,Male,289.7104
United Kingdom,chd,1987,Male,270.656
United Kingdom,chd,1989,Male,247.2895
United Kingdom,chd,1991,Male,229.55
United Kingdom,chd,1993,Male,216.6149
United Kingdom,chd,1994,Male,216.23887041874565
United Kingdom,chd,1995,Male,208.49768708429394
United Kingdom,chd,1996,Male,198.8444595610427
United Kingdom,chd,1997,Male,184.85501841938552
United Kingdom,chd,1998,Male,176.29834374204097
United Kingdom,chd,1999,Male,165.74723577582574
United Kingdom,chd,2000,Male,153.43664166250235
United Kingdom,chd,2001,Male,144.01355494870867
United Kingdom,chd,2002,Male,134.73294794417234
United Kingdom,chd,2003,Male,127.3544807375403
United Kingdom,chd,2004,Male,116.1800830127376
United Kingdom,chd,2005,Male,108.51989007844158
United Kingdom,chd,2006,Male,99.45069171882294
United Kingdom,chd,2007,Male,94.23984544461251
United Kingdom,chd,2008,Male,88.45425271018902
United Kingdom,chd,2009,Male,81.71824479443869
United Kingdom,chd,2010,Male,78.4620477105032
United Kingdom,chd,2011,Male,72.18007935159935
United Kingdom,chd,2012,Male,68.49762966311283
United Kingdom,chd,2013,Male,68.20386360261321
United Kingdom,chd,2014,Male,64.0772344082207
United Kingdom,chd,2015,Male,64.03810353168215
United Kingdom,chd,2016,Male,62.04113515803247
United Kingdom,chd,2017,Male,61.769784971605446
United Kingdom,chd,2018,Male,61.526007158973655
United Kingdom,chd,2019,Male,59.49720750896512
United Kingdom,chd,1969,Female,-
United Kingdom,chd,1971,Female,-
United Kingdom,chd,1973,Female,-
United Kingdom,chd,1975,Female,110.7716
United Kingdom,chd,1977,Female,109.6016
United Kingdom,chd,1979,Female,110.5506
United Kingdom,chd,1981,Female,106.6768
United Kingdom,chd,1983,Female,105.1992
United Kingdom,chd,1985,Female,105.3189
United Kingdom,chd,1987,Female,100.1036
United Kingdom,chd,1989,Female,94.50178
United Kingdom,chd,1991,Female,88.18134
United Kingdom,chd,1993,Female,81.33723
United Kingdom,chd,1994,Female,81.22078044101924
United Kingdom,chd,1995,Female,77.63033215208759
United Kingdom,chd,1996,Female,73.62592242894804
United Kingdom,chd,1997,Female,69.02701723684528
United Kingdom,chd,1998,Female,65.95557700413437
United Kingdom,chd,1999,Female,60.354292426423285
United Kingdom,chd,2000,Female,55.0952977573932
United Kingdom,chd,2001,Female,52.25236495833388
United Kingdom,chd,2002,Female,48.906720706250454
United Kingdom,chd,2003,Female,44.651444708800824
United Kingdom,chd,2004,Female,40.14217904796628
United Kingdom,chd,2005,Female,36.92568111969932
United Kingdom,chd,2006,Female,34.34860943571221
United Kingdom,chd,2007,Female,31.260589066084094
United Kingdom,chd,2008,Female,29.98239943924702
United Kingdom,chd,2009,Female,26.02509233972376
United Kingdom,chd,2010,Female,24.902704642062808
United Kingdom,chd,2011,Female,22.490716165977407
United Kingdom,chd,2012,Female,22.036328046448627
United Kingdom,chd,2013,Female,21.201864975914166
United Kingdom,chd,2014,Female,19.90005875733687
United Kingdom,chd,2015,Female,20.272562801963467
United Kingdom,chd,2016,Female,19.56151720710451
United Kingdom,chd,2017,Female,18.856345228979503
United Kingdom,chd,2018,Female,18.365830108691586
United Kingdom,chd,2019,Female,18.273123948280258
Wales,chd,1969,Male,370.7716
Wales,chd,1971,Male,353.0793
Wales,chd,1973,Male,364.7316
Wales,chd,1975,Male,371.218
Wales,chd,1977,Male,360.423
Wales,chd,1979,Male,344.8916
Wales,chd,1981,Male,324.2525
Wales,chd,1983,Male,332.1632
Wales,chd,1985,Male,318.5474
Wales,chd,1987,Male,288.284
Wales,chd,1989,Male,266.4388
Wales,chd,1991,Male,246.2701
Wales,chd,1993,Male,236.9101
Wales,chd,1994,Male,233.42678895668308
Wales,chd,1995,Male,229.39610235572806
Wales,chd,1996,Male,216.49102865246482
Wales,chd,1997,Male,202.5452174791032
Wales,chd,1998,Male,188.23840883302177
Wales,chd,1999,Male,188.18777723075442
Wales,chd,2000,Male,166.76329385162268
Wales,chd,2001,Male,162.9369281150862
Wales,chd,2002,Male,153.1408021000797
Wales,chd,2003,Male,139.85675528199988
Wales,chd,2004,Male,120.95400875815655
Wales,chd,2005,Male,121.42386942180423
Wales,chd,2006,Male,108.56848859488588
Wales,chd,2007,Male,98.51318575648881
Wales,chd,2008,Male,93.0611408813244
Wales,chd,2009,Male,91.32707265118727
Wales,chd,2010,Male,83.34100357602989
Wales,chd,2011,Male,77.6097232811205
Wales,chd,2012,Male,75.08123377991679
Wales,chd,2013,Male,78.94529749897612
Wales,chd,2014,Male,66.5415448535617
Wales,chd,2015,Male,76.30049583050946
Wales,chd,2016,Male,73.07759964601212
Wales,chd,2017,Male,72.43493201637882
Wales,chd,2018,Male,70.94754481160791
Wales,chd,2019,Male,70.49496759824375
Wales,chd,1969,Female,128.6781
Wales,chd,1971,Female,122.3172
Wales,chd,1973,Female,124.1897
Wales,chd,1975,Female,127.1813
Wales,chd,1977,Female,121.8905
Wales,chd,1979,Female,120.4523
Wales,chd,1981,Female,110.5324
Wales,chd,1983,Female,111.2413
Wales,chd,1985,Female,113.1982
Wales,chd,1987,Female,108.4099
Wales,chd,1989,Female,100.9243
Wales,chd,1991,Female,90.44869
Wales,chd,1993,Female,88.95431
Wales,chd,1994,Female,89.41752515467006
Wales,chd,1995,Female,81.72834290073955
Wales,chd,1996,Female,80.37428523672962
Wales,chd,1997,Female,75.97323375720292
Wales,chd,1998,Female,68.95130023213068
Wales,chd,1999,Female,63.579113660085724
Wales,chd,2000,Female,62.527794415703156
Wales,chd,2001,Female,60.19581710279645
Wales,chd,2002,Female,54.60977844718365
Wales,chd,2003,Female,50.38180519716892
Wales,chd,2004,Female,47.79321355299926
Wales,chd,2005,Female,41.75668981701456
Wales,chd,2006,Female,36.602553221203486
Wales,chd,2007,Female,34.685801927618904
Wales,chd,2008,Female,31.84631950219522
Wales,chd,2009,Female,29.94970934700673
Wales,chd,2010,Female,26.581845242461444
Wales,chd,2011,Female,26.092886728034717
Wales,chd,2012,Female,27.730282699679474
Wales,chd,2013,Female,25.02875041563112
Wales,chd,2014,Female,22.763228455178364
Wales,chd,2015,Female,24.694591167713355
Wales,chd,2016,Female,23.948278114862852
Wales,chd,2017,Female,20.9448397662985
Wales,chd,2018,Female,22.550186581270445
Wales,chd,2019,Female,21.37865632068586
England,stroke,1969,Male,93.1913
England,stroke,1971,Male,87.87521
England,stroke,1973,Male,84.99495
England,stroke,1975,Male,78.69699
England,stroke,1977,Male,73.08526
England,stroke,1979,Male,71.96687
England,stroke,1981,Male,63.88852
England,stroke,1983,Male,59.74152
England,stroke,1985,Male,57.96043
England,stroke,1987,Male,53.19979
England,stroke,1989,Male,48.97545
England,stroke,1991,Male,46.74019
England,stroke,1993,Male,39.79865
England,stroke,1994,Male,41.6488983930942
England,stroke,1995,Male,41.280024777028984
England,stroke,1996,Male,41.01601911575829
England,stroke,1997,Male,39.10456680192967
England,stroke,1998,Male,37.79887138512375
England,stroke,1999,Male,35.7813220660745
England,stroke,2000,Male,32.469781564391845
England,stroke,2001,Male,34.23660318258864
England,stroke,2002,Male,33.508927208005986
England,stroke,2003,Male,31.047602875659663
England,stroke,2004,Male,28.600773994459527
England,stroke,2005,Male,25.915349478685798
England,stroke,2006,Male,23.69171309456487
England,stroke,2007,Male,22.121478733773642
England,stroke,2008,Male,20.991169784551598
England,stroke,2009,Male,19.451135872702704
England,stroke,2010,Male,19.609618985719912
England,stroke,2011,Male,17.228224432533064
England,stroke,2012,Male,15.75289263091464
England,stroke,2013,Male,16.019173650107355
England,stroke,2014,Male,15.522300728456905
England,stroke,2015,Male,15.178172778299693
England,stroke,2016,Male,15.204133426237506
England,stroke,2017,Male,14.45739632518389
England,stroke,2018,Male,14.399867921485445
England,stroke,2019,Male,14.325653172392496
England,stroke,1969,Female,71.58847
England,stroke,1971,Female,67.82583
England,stroke,1973,Female,64.38027
England,stroke,1975,Female,59.26326
England,stroke,1977,Female,56.16011
England,stroke,1979,Female,54.17629
England,stroke,1981,Female,48.36316
England,stroke,1983,Female,45.15651
England,stroke,1985,Female,43.65662
England,stroke,1987,Female,40.41303
England,stroke,1989,Female,36.78939
England,stroke,1991,Female,34.07167
England,stroke,1993,Female,30.47243
England,stroke,1994,Female,31.74341768665364
England,stroke,1995,Female,31.532696656932288
England,stroke,1996,Female,31.13418662007999
England,stroke,1997,Female,29.621714908585112
England,stroke,1998,Female,28.909320053795373
England,stroke,1999,Female,27.75738259729651
England,stroke,2000,Female,25.014328215657972
England,stroke,2001,Female,25.322497008727296
England,stroke,2002,Female,24.137512510090673
England,stroke,2003,Female,23.426589911734496
England,stroke,2004,Female,20.92180998978473
England,stroke,2005,Female,19.6772867091569
England,stroke,2006,Female,18.07793344295443
England,stroke,2007,Female,17.049972548318284
England,stroke,2008,Female,15.426346963219382
England,stroke,2009,Female,14.312309864251711
England,stroke,2010,Female,14.064572380942426
England,stroke,2011,Female,12.679688155467781
England,stroke,2012,Female,12.572671345801435
England,stroke,2013,Female,11.557069460956237
England,stroke,2014,Female,11.654161523553594
England,stroke,2015,Female,11.832519161655252
England,stroke,2016,Female,11.58449828093802
England,stroke,2017,Female,10.638405131599487
England,stroke,2018,Female,11.074577690536831
England,stroke,2019,Female,10.196594579465973
Northern Ireland,stroke,1969,Male,103.0467
Northern Ireland,stroke,1971,Male,101.8093
Northern Ireland,stroke,1973,Male,107.4946
Northern Ireland,stroke,1975,Male,99.26231
Northern Ireland,stroke,1977,Male,94.50183
Northern Ireland,stroke,1979,Male,95.79849
Northern Ireland,stroke,1981,Male,75.87665
Northern Ireland,stroke,1983,Male,72.44411
Northern Ireland,stroke,1985,Male,68.83583
Northern Ireland,stroke,1987,Male,58.2794
Northern Ireland,stroke,1989,Male,60.39778
Northern Ireland,stroke,1991,Male,47.65887
Northern Ireland,stroke,1993,Male,45.75106
Northern Ireland,stroke,1994,Male,53.04185882809382
Northern Ireland,stroke,1995,Male,46.1768276511981
Northern Ireland,stroke,1996,Male,43.58521291174585
Northern Ireland,stroke,1997,Male,47.20648314867968
Northern Ireland,stroke,1998,Male,45.31988509090025
Northern Ireland,stroke,1999,Male,43.415848802873974
Northern Ireland,stroke,2000,Male,32.53388704469064
Northern Ireland,stroke,2001,Male,30.250482221604464
Northern Ireland,stroke,2002,Male,37.978538743577325
Northern Ireland,stroke,2003,Male,33.4360434984596
Northern Ireland,stroke,2004,Male,29.753830896187207
Northern Ireland,stroke,2005,Male,26.906708990815567
Northern Ireland,stroke,2006,Male,26.423163746838316
Northern Ireland,stroke,2007,Male,20.3383243278296
Northern Ireland,stroke,2008,Male,21.809274286982838
Northern Ireland,stroke,2009,Male,20.043490057912496
Northern Ireland,stroke,2010,Male,22.35499376595513
Northern Ireland,stroke,2011,Male,19.625330197029367
Northern Ireland,stroke,2012,Male,16.120831806543837
Northern Ireland,stroke,2013,Male,15.364694865448799
Northern Ireland,stroke,2014,Male,16.688117199566452
Northern Ireland,stroke,2015,Male,15.357162953951503
Northern Ireland,stroke,2016,Male,17.217665049551016
Northern Ireland,stroke,2017,Male,14.703049896614592
Northern Ireland,stroke,2018,Male,13.517340851985088
Northern Ireland,stroke,2019,Male,13.690991280466262
Northern Ireland,stroke,1969,Female,93.18204
Northern Ireland,stroke,1971,Female,97.43773
Northern Ireland,stroke,1973,Female,90.08401
Northern Ireland,stroke,1975,Female,81.16209
Northern Ireland,stroke,1977,Female,73.51279
Northern Ireland,stroke,1979,Female,74.00478
Northern Ireland,stroke,1981,Female,59.40721
Northern Ireland,stroke,1983,Female,69.39622
Northern Ireland,stroke,1985,Female,53.96458
Northern Ireland,stroke,1987,Female,43.45352
Northern Ireland,stroke,1989,Female,42.9875
Northern Ireland,stroke,1991,Female,42.21372
Northern Ireland,stroke,1993,Female,33.4169
Northern Ireland,stroke,1994,Female,40.77394332776122
Northern Ireland,stroke,1995,Female,38.177980256108455
Northern Ireland,stroke,1996,Female,33.46751235280958
Northern Ireland,stroke,1997,Female,32.56600943410982
Northern Ireland,stroke,1998,Female,30.685326527873546
Northern Ireland,stroke,1999,Female,32.232237308691985
Northern Ireland,stroke,2000,Female,26.264705014557325
Northern Ireland,stroke,2001,Female,25.212593908315984
Northern Ireland,stroke,2002,Female,27.49508335766906
Northern Ireland,stroke,2003,Female,21.459778815468457
Northern Ireland,stroke,2004,Female,23.60689266530709
Northern Ireland,stroke,2005,Female,17.83203754289275
Northern Ireland,stroke,2006,Female,19.115501481418583
Northern Ireland,stroke,2007,Female,19.614980585173864
Northern Ireland,stroke,2008,Female,19.379356980218418
Northern Ireland,stroke,2009,Female,14.888493822908494
Northern Ireland,stroke,2010,Female,18.138116267035798
Northern Ireland,stroke,2011,Female,13.783670906430594
Northern Ireland,stroke,2012,Female,11.473033813320741
Northern Ireland,stroke,2013,Female,13.676216677435331
Northern Ireland,stroke,2014,Female,11.263396092931892
Northern Ireland,stroke,2015,Female,12.978623522523232
Northern Ireland,stroke,2016,Female,13.541683405723164
Northern Ireland,stroke,2017,Female,12.380132024447052
Northern Ireland,stroke,2018,Female,12.753630255063648
Northern Ireland,stroke,2019,Female,9.347254538692
Scotland,stroke,1969,Male,120.4529
Scotland,stroke,1971,Male,121.5035
Scotland,stroke,1973,Male,122.471
Scotland,stroke,1975,Male,118.3691
Scotland,stroke,1977,Male,95.33339
Scotland,stroke,1979,Male,102.3775
Scotland,stroke,1981,Male,92.43944
Scotland,stroke,1983,Male,82.75007
Scotland,stroke,1985,Male,81.13033
Scotland,stroke,1987,Male,73.1123
Scotland,stroke,1989,Male,71.94284
Scotland,stroke,1991,Male,64.99357
Scotland,stroke,1993,Male,62.35852
Scotland,stroke,1994,Male,63.32363466799419
Scotland,stroke,1995,Male,63.716117378067175
Scotland,stroke,1996,Male,56.74045171043238
Scotland,stroke,1997,Male,54.30971579124201
Scotland,stroke,1998,Male,52.63011231240782
Scotland,stroke,1999,Male,47.29265876206494
Scotland,stroke,2000,Male,48.575626411945976
Scotland,stroke,2001,Male,44.16182492150906
Scotland,stroke,2002,Male,42.47775694197907
Scotland,stroke,2003,Male,41.47494659981639
Scotland,stroke,2004,Male,36.649935041183745
Scotland,stroke,2005,Male,32.75869928465113
Scotland,stroke,2006,Male,32.94358590922755
Scotland,stroke,2007,Male,31.22744570306658
Scotland,stroke,2008,Male,33.08753843829737
Scotland,stroke,2009,Male,27.04905171835042
Scotland,stroke,2010,Male,25.253330468084428
Scotland,stroke,2011,Male,25.54679116135087
Scotland,stroke,2012,Male,21.72255136553683
Scotland,stroke,2013,Male,22.778297131575684
Scotland,stroke,2014,Male,19.416009087700317
Scotland,stroke,2015,Male,20.83009486876465
Scotland,stroke,2016,Male,21.071630738440565
Scotland,stroke,2017,Male,18.852960483921112
Scotland,stroke,2018,Male,19.212740797003644
Scotland,stroke,2019,Male,17.84887975258163
Scotland,stroke,1969,Female,103.988
Scotland,stroke,1971,Female,96.626
Scotland,stroke,1973,Female,91.23448
Scotland,stroke,1975,Female,87.15192
Scotland,stroke,1977,Female,78.28344
Scotland,stroke,1979,Female,79.19424
Scotland,stroke,1981,Female,72.77193
Scotland,stroke,1983,Female,65.51275
Scotland,stroke,1985,Female,61.50225
Scotland,stroke,1987,Female,53.69011
Scotland,stroke,1989,Female,55.37318
Scotland,stroke,1991,Female,48.04718
Scotland,stroke,1993,Female,46.63832
Scotland,stroke,1994,Female,51.37705821341884
Scotland,stroke,1995,Female,46.351445902387916
Scotland,stroke,1996,Female,38.88725874890741
Scotland,stroke,1997,Female,40.042208315676625
Scotland,stroke,1998,Female,37.60645722207756
Scotland,stroke,1999,Female,36.91149057012897
Scotland,stroke,2000,Female,36.006231107428114
Scotland,stroke,2001,Female,34.45705674838006
Scotland,stroke,2002,Female,32.78936567419666
Scotland,stroke,2003,Female,30.666384870036847
Scotland,stroke,2004,Female,27.93458846092148
Scotland,stroke,2005,Female,26.304104017001148
Scotland,stroke,2006,Female,23.56984637301583
Scotland,stroke,2007,Female,22.299122539579965
Scotland,stroke,2008,Female,22.512047074299986
Scotland,stroke,2009,Female,21.389538388651896
Scotland,stroke,2010,Female,17.980384624184055
Scotland,stroke,2011,Female,17.597018552298376
Scotland,stroke,2012,Female,18.382760437187866
Scotland,stroke,2013,Female,18.160496940996676
Scotland,stroke,2014,Female,15.552588173185132
Scotland,stroke,2015,Female,15.931953155496593
Scotland,stroke,2016,Female,16.43056841092839
Scotland,stroke,2017,Female,14.072748773718724
Scotland,stroke,2018,Female,14.51039234652708
Scotland,stroke,2019,Female,14.708888466540381
United Kingdom,stroke,1969,Male,96.65511
United Kingdom,stroke,1971,Male,92.19957
United Kingdom,stroke,1973,Male,89.59525
United Kingdom,stroke,1975,Male,83.6453
United Kingdom,stroke,1977,Male,76.12653
United Kingdom,stroke,1979,Male,75.79668
United Kingdom,stroke,1981,Male,67.24178
United Kingdom,stroke,1983,Male,62.41749
United Kingdom,stroke,1985,Male,60.57917
United Kingdom,stroke,1987,Male,55.16774
United Kingdom,stroke,1989,Male,51.29991
United Kingdom,stroke,1991,Male,48.67311
United Kingdom,stroke,1993,Male,41.94706
United Kingdom,stroke,1994,Male,43.74469345639321
United Kingdom,stroke,1995,Male,43.44361954751712
United Kingdom,stroke,1996,Male,42.56507245501713
United Kingdom,stroke,1997,Male,40.95348001145928
United Kingdom,stroke,1998,Male,39.543102697279316
United Kingdom,stroke,1999,Male,37.20238701447726
United Kingdom,stroke,2000,Male,34.14670929164381
United Kingdom,stroke,2001,Male,34.99216686007927
United Kingdom,stroke,2002,Male,34.50980562248949
United Kingdom,stroke,2003,Male,32.24026962601286
United Kingdom,stroke,2004,Male,29.364846707661993
United Kingdom,stroke,2005,Male,26.654474049954715
United Kingdom,stroke,2006,Male,24.690571154634654
United Kingdom,stroke,2007,Male,23.06586886444686
United Kingdom,stroke,2008,Male,22.216821759428534
United Kingdom,stroke,2009,Male,20.14167450043292
United Kingdom,stroke,2010,Male,20.151101168564246
United Kingdom,stroke,2011,Male,18.135123188864704
United Kingdom,stroke,2012,Male,16.496937618694687
United Kingdom,stroke,2013,Male,16.65003178477142
United Kingdom,stroke,2014,Male,16.0711921526054
United Kingdom,stroke,2015,Male,15.666001802436066
United Kingdom,stroke,2016,Male,15.856976635753085
United Kingdom,stroke,2017,Male,14.945721826564963
United Kingdom,stroke,2018,Male,14.875865500420362
United Kingdom,stroke,2019,Male,14.745934162983302
United Kingdom,stroke,1969,Female,75.97427
United Kingdom,stroke,1971,Female,71.77949
United Kingdom,stroke,1973,Female,68.18342
United Kingdom,stroke,1975,Female,62.83973
United Kingdom,stroke,1977,Female,59.36091
United Kingdom,stroke,1979,Female,57.44106
United Kingdom,stroke,1981,Female,51.29841
United Kingdom,stroke,1983,Female,48.00162
United Kingdom,stroke,1985,Female,45.92365
United Kingdom,stroke,1987,Female,41.94447
United Kingdom,stroke,1989,Female,38.98825
United Kingdom,stroke,1991,Female,35.65007
United Kingdom,stroke,1993,Female,32.08163
United Kingdom,stroke,1994,Female,33.96911047734941
United Kingdom,stroke,1995,Female,33.17965422611616
United Kingdom,stroke,1996,Female,32.07269086136998
United Kingdom,stroke,1997,Female,30.80453620270618
United Kingdom,stroke,1998,Female,29.92148547979701
United Kingdom,stroke,1999,Female,28.793404073214894
United Kingdom,stroke,2000,Female,26.06918527042262
United Kingdom,stroke,2001,Female,26.263230141518005
United Kingdom,stroke,2002,Female,25.26783587920467
United Kingdom,stroke,2003,Female,24.25030161004983
United Kingdom,stroke,2004,Female,21.772710030832094
United Kingdom,stroke,2005,Female,20.365138564992588
United Kingdom,stroke,2006,Female,18.713645213353935
United Kingdom,stroke,2007,Female,17.73783631898659
United Kingdom,stroke,2008,Female,16.359580302006133
United Kingdom,stroke,2009,Female,15.121306516537274
United Kingdom,stroke,2010,Female,14.698709208251145
United Kingdom,stroke,2011,Female,13.354472059802436
United Kingdom,stroke,2012,Female,13.119384836714142
United Kingdom,stroke,2013,Female,12.260854720435413
United Kingdom,stroke,2014,Female,12.069883910575854
United Kingdom,stroke,2015,Female,12.317169404527178
United Kingdom,stroke,2016,Female,12.176196223599023
United Kingdom,stroke,2017,Female,11.035465547261111
United Kingdom,stroke,2018,Female,11.478085279260018
United Kingdom,stroke,2019,Female,10.765337768961324
Wales,stroke,1969,Male,108.8518
Wales,stroke,1971,Male,107.824
Wales,stroke,1973,Male,100.3828
Wales,stroke,1975,Male,97.89152
Wales,stroke,1977,Male,85.12888
Wales,stroke,1979,Male,84.66485
Wales,stroke,1981,Male,75.70435
Wales,stroke,1983,Male,67.64285
Wales,stroke,1985,Male,65.42119
Wales,stroke,1987,Male,56.31918
Wales,stroke,1989,Male,50.93003
Wales,stroke,1991,Male,53.03394
Wales,stroke,1993,Male,41.42968
Wales,stroke,1994,Male,41.362349778120844
Wales,stroke,1995,Male,43.57735452025207
Wales,stroke,1996,Male,43.48690028057574
Wales,stroke,1997,Male,45.46483438408057
Wales,stroke,1998,Male,42.99432235867527
Wales,stroke,1999,Male,40.361676265663164
Wales,stroke,2000,Male,37.80242481439481
Wales,stroke,2001,Male,34.294139333804004
Wales,stroke,2002,Male,35.70115938598687
Wales,stroke,2003,Male,35.301965079915455
Wales,stroke,2004,Male,29.387606976595514
Wales,stroke,2005,Male,28.144312470658495
Wales,stroke,2006,Male,25.942159502856423
Wales,stroke,2007,Male,25.53789687097929
Wales,stroke,2008,Male,23.82040338032389
Wales,stroke,2009,Male,19.631079341898836
Wales,stroke,2010,Male,19.356814950390014
Wales,stroke,2011,Male,19.629311169714814
Wales,stroke,2012,Male,19.816309677888167
Wales,stroke,2013,Male,17.255318789381423
Wales,stroke,2014,Male,18.973274698070455
Wales,stroke,2015,Male,15.136078613908966
Wales,stroke,2016,Male,17.12715566082245
Wales,stroke,2017,Male,16.539073975555098
Wales,stroke,2018,Male,16.076802459300726
Wales,stroke,2019,Male,15.417274930175328
Wales,stroke,1969,Female,89.1442
Wales,stroke,1971,Female,79.92027
Wales,stroke,1973,Female,78.94993
Wales,stroke,1975,Female,68.89345
Wales,stroke,1977,Female,71.12635
Wales,stroke,1979,Female,64.27897
Wales,stroke,1981,Female,57.13921
Wales,stroke,1983,Female,53.47932
Wales,stroke,1985,Female,51.338
Wales,stroke,1987,Female,45.30577
Wales,stroke,1989,Female,43.61403
Wales,stroke,1991,Female,36.08617
Wales,stroke,1993,Female,31.7255
Wales,stroke,1994,Female,36.01177205202156
Wales,stroke,1995,Female,34.05502524320718
Wales,stroke,1996,Female,34.37070102170435
Wales,stroke,1997,Female,32.56775211539615
Wales,stroke,1998,Female,32.025369761787104
Wales,stroke,1999,Female,29.35859438349753
Wales,stroke,2000,Female,25.169220199893708
Wales,stroke,2001,Female,27.43483925209725
Wales,stroke,2002,Female,28.76227749604693
Wales,stroke,2003,Female,27.374849254228728
Wales,stroke,2004,Female,23.716899614792194
Wales,stroke,2005,Female,22.056679797422618
Wales,stroke,2006,Female,20.12123317497988
Wales,stroke,2007,Female,19.68865703767085
Wales,stroke,2008,Female,18.85915100735014
Wales,stroke,2009,Female,17.106605220606713
Wales,stroke,2010,Female,17.40880671499968
Wales,stroke,2011,Female,16.49045905572117
Wales,stroke,2012,Female,13.526958575003903
Wales,stroke,2013,Female,12.6356963820161
Wales,stroke,2014,Female,13.21054358385676
Wales,stroke,2015,Female,13.71689287752279
Wales,stroke,2016,Female,13.85122565835263
Wales,stroke,2017,Female,11.70984100878951
Wales,stroke,2018,Female,12.186952007932875
Wales,stroke,2019,Female,12.32179430056339
